id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
4dN1YfyaNZM1SKIMapANyw,Symphony No. 7: V. Rondo-Finale. Allegro ordinario,Mahler: Symphonies Nos. 7-9,4SqApPo6oXRjy8JGlWd6bM,"['Gustav Mahler', 'Philharmonia Orchestra', 'Lorin Maazel']","['2ANtgfhQkKpsW6EYSDqldz', '09KZU0NsS7jRa5p0SflmGY', '3EQvBmWlfyaRLGDuVfKmve']",5,1,False,0.244,0.12300000000000001,0,-18.378,1,0.0426,0.898,0.812,0.109,0.18899999999999997,65.249,1201627,4.0,2015,2015-06-01
3yVPHw3hF7Cl9lFhaarpc1,La Jolie Fille De Perth Suite : III. Danse Bohemienne,Bizet: Symphony In C Major / L'arlesienne / Jeux D'enfants,6rpp0Pu43oVCNUHIwKyRtF,"['New Zealand Symphony Orchestra', 'Georges Bizet']","['5ZvFgRwyPK2Qf4TmSLTtfM', '2D7RkvtKKb6E5UmbjQM1Jd']",12,1,False,0.301,0.0462,11,-25.430999999999997,1,0.0552,0.85,0.0317,0.0882,0.349,116.47,176733,4.0,1997,1997-01-01
2Z6X3MfHu4d2SA0LPOGU1o,Ascent,Variations,05vwuZuTrCI3oQmfm9JcAz,['Trichotomy'],['0TWh8SvwU9vR6V3Bz1xN0k'],5,1,False,0.38299999999999995,0.0356,3,-19.808,1,0.0354,0.977,0.9109999999999999,0.0853,0.0587,105.859,537442,1.0,2009,2009
7wHjW6CJqiwXsneJh9fw6c,32 Leaves,The Prophet Stands Alone,0sEbwYm7G0LG5DwErpUXvl,['Used'],['6i7d2Hf1mCx2q4IFmtXUUR'],8,1,False,0.253,0.589,8,-10.399000000000001,1,0.0368,0.0184,0.0371,0.136,0.188,155.244,461023,4.0,2001,2001-05-05
5J92kkuzzsvxO3SwPjLIpL,Miss Mansfield,Movin' On,5zGicQqD794LmhLLabJyre,"['Reuben Wilson', 'Grant Green Jr']","['1lkarpPUSukugn1UWuU2Ut', '0O785OpmvnKip4KeS9ShnO']",4,1,False,0.48200000000000004,0.40299999999999997,10,-10.52,1,0.0282,0.812,0.779,0.128,0.6509999999999999,81.695,312893,4.0,2006,2006-10-24
3D2nRoG07uOP9rSSjNSkxl,Turning Tide,Sirius,1MQ9wdxo7GQMaY2nAVxAkL,['Clannad'],['0BkAYxgwF9VQiid4wI07yJ'],3,1,False,0.508,0.485,11,-14.994000000000002,0,0.0272,0.12,0.00044699999999999997,0.285,0.588,82.195,279840,4.0,1988,1988-02-02
5Mm3wT37Ort1sJ508OieUA,Klangfieguren II,Acousmatrix - The History of Electronic Music I - II,4gu6wKM6wmQq4aB7DO39zQ,['Gottfried Michael Koenig'],['3qiDj7i2mPLTppN6wX7d0I'],1,1,False,0.447,0.5670000000000001,5,-14.363,0,0.513,0.907,0.324,0.318,0.0321,77.447,628787,5.0,2002,2002-10-19
1x35AnVv0Uaknte0INbqOg,Mama's Little Girl,This Is Me!,7FRr7ThinrfwCuBIA7h12W,['Haley Breedlove'],['3oqgwMVWCdN2rIEC8Hz4uI'],9,1,False,0.611,0.605,0,-7.372000000000001,1,0.0274,0.0409,0.0,0.11900000000000001,0.934,133.972,215507,4.0,2006,2006-09-01
6nF2v5W31z4nMJdmcmP27W,Medicine Tree,Leap of Faith,3MFbQXuso8jg5uzlqQJYwr,['Tingstad & Rumbel'],['5vghXcRjBTBoVZiw8MCcqN'],10,1,False,0.35100000000000003,0.222,2,-16.809,0,0.0309,0.48700000000000004,0.917,0.109,0.0395,100.01,288600,4.0,2008,2008-01-01
3ZlrImCUC5ODy6hO180NVr,For All We Know,Hot House Flowers,1k5A9i3hIBHm3XKpWBFeNX,['Wynton Marsalis'],['375zxMmh2cSgUzFFnva0O7'],3,1,False,0.381,0.115,5,-19.743,1,0.0393,0.94,0.963,0.121,0.132,117.038,380667,4.0,1984,1984-12-18
2AXuSZUVplo4dsTDxlunhh,"Violin Concerto in G Major, TWV 51:G7: I. Andante","Telemann: Overture Burlesque, Vol. 2",5labtTnmnyjfaYn1Fu96xa,"['Georg Philipp Telemann', 'Simon Standage', 'Collegium Musicum 90']","['2fg5h5pzleqI4RjFopWroj', '2jIBkRzVUboTbp05rJnKeT', '0RttOiRAmjz06ug0WAsD4i']",8,1,False,0.20800000000000002,0.107,6,-21.253,1,0.0405,0.69,0.00023799999999999998,0.223,0.307,98.84100000000001,128160,4.0,1991,1991-09-01
6YasjRWy8KhWr89DVuUamo,Tango No. 72 - Orchestral Version,"Stravinsky: Rite of Spring, Firebird Suite, Scherzo, Tango",4cQUPkC6qzURBGamfFFYF4,"['Budapest Festival Orchestra', 'Iván Fischer']","['5ElM3J1gql1jnVyenXe7v2', '4fwcEh4tMsyFvKvO8w7DKO']",23,1,False,0.301,0.0282,2,-27.041999999999998,0,0.0338,0.9740000000000001,0.332,0.12,0.304,104.25,157800,4.0,2012,2012-03-12
7ncov1JF3QD6gdvxjWwaJx,Kakumei kaika -Revolutionary Blooming-,NIGHTLESS CITY EDEN,09OcBdR5mmEGTEGcNdrJo0,['Alice Nine'],['0W2WmWV22BFZQ99FIcEk3v'],2,1,False,0.608,0.966,11,-4.407,0,0.0562,0.00521,9.25e-05,0.14,0.887,130.034,229541,4.0,2020,2020-04-29
7zQTdZ93BxH7E4lzqoM7GO,Snowdance,The Love In Us,4qdNRBaEUDI528GyYtkIRV,['Emily Bear'],['0K1ilFOGrYhSKNZaDCYRvk'],6,1,False,0.528,0.18899999999999997,9,-17.322,0,0.0548,0.995,0.877,0.0789,0.51,126.62799999999999,111200,4.0,2008,2008-01-01
0OphUNzFrzNPL5WXNXOikr,Vampires,(how to live) AS GHOSTS,6bFbVc6Ozp6OEk7ueSqCxo,['10 Years'],['0REMf7H0VP6DwfZ9MbuWph'],8,1,False,0.397,0.9309999999999999,1,-3.267,1,0.0586,0.00010700000000000001,7.159999999999999e-05,0.327,0.589,159.965,237240,3.0,2017,2017-10-27
2ApAPJC68qJGbdjGn5uk4S,"Flute Sonata in A Major, Op. 91, No. 5: III. Gayement","Boismortier: Sonatas for Flute and Harpsichord, Op. 91",1Sl9FX9ShHcreZyuvYe4zG,"['Joseph Bodin de Boismortier', 'Byron Schenkman', 'Stephen Schultz']","['725cpZyftwsHTeKR2fvf0q', '5Hy3qg9BclPVRhUgYHpYLL', '2Q4uyl46EJtrZzlDa1IYFq']",16,1,False,0.382,0.183,8,-21.16,1,0.0422,0.865,0.0744,0.0577,0.818,170.75,222840,4.0,1995,1995-12-18
1vaaRcT3s2Ww2m4sr18FSW,Air Rider,Special Life,0TTrm6cDLqmzMpTA2bKFMP,['Kaito'],['20ihiqkKAkvRddVMHkewy5'],2,1,False,0.797,0.983,10,-9.596,0,0.0382,0.24100000000000002,0.77,0.0812,0.536,130.049,372707,4.0,2006,2006-01-23
0B0hMIRhz3GXniJs3SxNth,"Klondike Suite, Pt. 2",Jean-Nicolas Trottier 10tet: Blue Lines,4O06lFmeA6kcyHh08cJ1lu,['Jean-Nicolas Trottier'],['39XpBXLjvDjCBRS7a5R7Fr'],8,1,False,0.363,0.278,5,-13.687999999999999,0,0.0384,0.89,0.897,0.0898,0.0805,114.514,528813,4.0,2014,2014-09-09
4rfE7mNI2PoUOm5l1hwpgr,Field of Fireflies,Mellow Skies,2tfTGm3G3RWTGZCfBq0yiR,['Purrple Cat'],['73aKnLT4O8G2pBEfdlQzrE'],9,1,False,0.934,0.204,11,-12.902999999999999,1,0.0665,0.9009999999999999,0.945,0.0975,0.535,112.00399999999999,161295,4.0,2020,2020-07-13
39IEPn8wzDHodqY9Xo5twu,God of No More (Karaoke Version),Player Select: Just the Jams,1coEcV2iKV0cMPaC7Mh4cb,['Starbomb'],['1DLBs2535MM32RYqirYYY4'],8,1,False,0.488,0.753,5,-8.801,0,0.0307,5.6e-06,0.924,0.541,0.569,130.007,135494,4.0,2015,2015-01-27
7AAFPlVtvS6JsGqjnn3aXH,The Inheritance,The Ogress,1ex4aj2w5TkdNtBa5SfkFe,['Crest Of Darkness'],['67dTHBWfRi3CkmwdodcAxz'],5,1,False,0.26,0.935,2,-8.709,1,0.0683,0.000278,0.883,0.0687,0.342,131.141,145960,4.0,2008,2008-07-29
1k0OTdCeI7j1Xq1glC3tex,And Hollow,A Shadow of Memories,4kY1Hl9I1PTM0ZbSQ2M4hL,['Lethian Dreams'],['0Qbh2M6eHClBu2UYzdmWMo'],7,1,False,0.31,0.20199999999999999,9,-12.81,0,0.0345,0.114,0.905,0.111,0.0799,108.075,401610,4.0,2020,2020-09-25
4XPWOQnttQMuMfyfGH4AIj,"La diavolessa, Act I: Sinfonia",Galuppi: La diavolessa,3utUL6P0w0GZzMA7nJroGp,"['Baldassare Galuppi', 'Lautten Compagney', 'Wolfgang Katschner']","['65fAk5vQnO9gmOCk2wPkuT', '0vo2ovp2PVDLDsTExmkFpo', '33ykhwAtMM9S97TnMmLcpI']",1,1,False,0.401,0.2,8,-17.96,1,0.0549,0.8370000000000001,0.536,0.0474,0.162,151.562,288227,3.0,2004,2004-01-01
4Ozntie2P9D5kT8Qm31VQj,Dope Like That,2740 Mayfair Avenue,12sj8BKfsia0MG4WSoNTKX,['Amittai Blakk'],['5In1Df7UFPD0NYScQRwCBI'],3,1,False,0.653,0.425,10,-12.386,0,0.115,0.0781,0.0,0.31,0.322,139.697,261094,4.0,2015,2015-11-25
47vUaPrNlwUTcy38RkeLhE,I Get Cravings,Learning From Falling,7xwiB9qDfy5P1tl48I6env,['Lamya'],['3Pr8cEt7dpcgXRnMV0sFdy'],7,1,False,0.579,0.7709999999999999,4,-7.176,0,0.0565,0.354,1.3800000000000007e-05,0.0903,0.405,91.12299999999999,296267,4.0,2002,2002-07-29
4bL2LcfPlZvJkTyxtFvuP3,Child Of All Earth,Child Of All Earth,1XoUExtp2v1z3YtxLw8dJi,['Phyllis Cole-Dai'],['2rad832PTBer4E90dBr66s'],12,1,False,0.26899999999999996,0.0338,0,-28.605,0,0.0547,0.995,0.9009999999999999,0.156,0.0449,72.861,308320,3.0,2007,2007-08-22
2oJv34hAM3P6JlzbAvk5fh,Torch Song - 2015 Remaster,The Complete Bearsville Album Collection,5p43J4SjZxpKxMchXh6TRm,['Todd Rundgren'],['0Lpr5wXzWLtDWm1SjNbpPb'],17,3,False,0.313,0.267,0,-13.122,1,0.0266,0.992,0.601,0.0588,0.201,99.12299999999999,173360,3.0,2016,2016-02-26
6CGFXhLnAcfYRcHgaKuwh9,You Keep Hanging Up On My Mind,Genesis (Deluxe Edition),0hoEgn0nEriIQvdMeRDsJq,['Wendy & Bonnie'],['4FirQ33WFYSxKUY7KRjGqU'],5,1,False,0.474,0.446,4,-11.792,1,0.0291,0.157,4.26e-05,0.0711,0.5660000000000001,105.00200000000001,176267,4.0,2008,2008-11-25
3h4SYTRBR5dwZyK2KfN5XQ,Rasa,Outlandish,1xHDUeWyNkyHqkB4fJbmBU,['Colossal Trailer Music'],['5rVfB0qJZvp4BPaHmb3lHA'],1,1,False,0.337,0.884,7,-10.732999999999999,1,0.18,0.49,0.9,0.109,0.0448,82.05,260153,4.0,2016,2016-01-28
0yvh57pFxh3KQ20ymBfvCs,Visions (Featuring Chloe Chaidez of Kitten),Visions (Featuring Chloe Chaidez of Kitten),6dLAJaqUalhMQ2XGffUz0q,"['Dirty Heads', 'Kitten']","['6GkJh85o22LfD2vgL9DP6f', '4zHX9zUUtxUw898g1GyihC']",1,1,False,0.57,0.767,0,-7.138,1,0.11199999999999999,0.37799999999999995,0.00336,0.109,0.741,154.982,229793,4.0,2018,2018-07-20
35rK4U2WVsth6BM5lRYlsz,I Know How The River Feels,Living In A Moment,5XKdYVZnDALrKKiE3TdfGP,['Ty Herndon'],['1Fj0R2t4HaJa3oUe8azB8R'],10,1,False,0.5579999999999999,0.32799999999999996,6,-10.989,1,0.0245,0.406,0.000145,0.151,0.196,89.93799999999996,264800,4.0,1996,1996-08-13
61asT4j4NuvGf2X1fRDiUw,Half Breed,Life In Black & White,4pqYx4tf6ikEp12cY4IfCh,['Hasan Salaam'],['3gcdQsYrxwSl0i5MUqaaFy'],5,1,True,0.619,0.366,1,-11.312000000000001,0,0.158,0.937,1.1e-06,0.366,0.807,126.86399999999999,26467,4.0,2014,2014-10-28
3UFZI6as15QTAf9juMXMyM,Make Your Mind,Make Your Mind,6Ebx0bzR7SP9ddTX0LMBlx,['Mxze'],['7w5jiyybkO8jh7Hu4W9BJ2'],1,1,False,0.6609999999999999,0.565,8,-9.498,1,0.0469,0.0378,0.0,0.10400000000000001,0.163,95.015,161176,4.0,2018,2018-10-23
2UMZKvk66tKBGQuRfnJfo9,Coffin,Just Trip,0tqp0TD2SsOkKpf2CjJVnk,['Life After Life'],['5UkB46O51LWlQMCQeHBdRR'],6,1,False,0.488,0.757,5,-8.113,1,0.0304,0.0229,0.0,0.256,0.679,131.505,258933,4.0,1997,1997
4peEqwtnP8CoTZRFkDUqnC,Power Of Two,Swamp Ophelia,1X0bc0O18Dj5eqh0owcw21,['Indigo Girls'],['4wM29TDTr3HI0qFY3KoSFG'],5,1,False,0.767,0.36200000000000004,0,-11.370999999999999,1,0.0295,0.6859999999999999,0.0,0.0987,0.835,114.89200000000001,322333,4.0,1994,1994-03-31
1dj653ZE3V446yE6292WG4,Phobic,"Liquor Store, Laundromat, Chinese Restaurant",5Ur5hx7Hxe25kPo4dGGbRR,['RUMBLE Syndicate'],['5oDhW7WWC1CL5wy9xmk7Hr'],7,1,False,0.40299999999999997,0.831,2,-5.345,1,0.094,0.000102,0.000109,0.366,0.462,124.029,283640,4.0,1999,1999-01-01
2EpzeJenefp5SHXIPmDxSp,"Concerto for 2 Horns in E Major, C. 58/K.III:51: II. Romance. Adagio non troppo",Rosetti: Concertos for 2 Horns,6t7hg8vOms3yKvtOtn5crp,"['Antonio Rosetti', 'Klaus Wallendorf', 'Sarah Willis', 'Bayerische Kammerphilharmonie', 'Johannes Moesus']","['3oI1VmAa821ogGTGIcb3qN', '26aC9YTySHoPJyYdPvS9uq', '6GxuwZeA3wVBhDxNNOCjIh', '2AevkaWcmEEhwDvMvEbQ8h', '3QfH3QdDAfNrZL2ijoxHKQ']",8,1,False,0.207,0.0184,4,-24.1,0,0.0415,0.993,0.922,0.10800000000000001,0.0919,74.15,277000,3.0,2003,2003-09-11
0koJP1uCc5ZBuIM5fkQW1X,The last blues song,Vocally yours - Coffret 4,2HJmikNSKfDYRIaDfMGVfd,['Ginette Reno'],['6ApzBusQnGyfdiQ63CBLon'],17,2,False,0.747,0.627,7,-7.7860000000000005,1,0.0662,0.126,1.62e-05,0.312,0.3670000000000001,113.459,220333,4.0,2004,2004-02-24
6VyoINrgzfDqpH8pfm5fdE,Intro,The Fedi Fetcher & The Money Stretcher,0waFSrqcUGJbRxXMJLBBxU,"['Droop-E', 'B-Slimm']","['3M40ySTwNk2adC3NFLL3Zn', '1ce79AOPkrX1incyaLQX6c']",1,1,True,0.6579999999999999,0.41200000000000003,8,-17.614,1,0.934,0.217,3.2e-06,0.807,0.0568,149.322,35093,4.0,2006,2006-04-04
526GgwE7CmQgqrzfLescuw,You Don't Have to Walk in the Rain - Remastered,All the Singles,2jZH2KFGsgqfRg1XmJlVUY,['The Turtles'],['2VIoWte1HPDbZ2WqHd2La7'],13,2,False,0.47600000000000003,0.486,4,-8.092,1,0.0451,0.159,0.0,0.5760000000000001,0.742,130.505,161883,4.0,2016,2016-08-19
6STuguUOb9atih9LUH57CL,First to the Checker,Distorted: Tear Up the Road,1livc9oQGgO7RNGKOzT6Yb,"['Queens Road', 'Alan Reed']","['0AD7r5sVuJjo0jOwLcYcMi', '1GDtfVBsfAyMeVGopPsOkb']",7,1,False,0.52,0.879,9,-6.885,1,0.0382,0.000824,0.9009999999999999,0.0839,0.485,145.924,156556,4.0,2020,2020-05-27
6zzv0lyuwXsUdtqaGLwZ5a,I Wonder Why - Gigi Dag From Beyond,I Wonder Why,6CgRy6T0cwPo4z3CRktWjC,"[""Gigi D'Agostino""]",['1OAjDaKgg00KCUYqDe68un'],2,1,False,0.69,0.958,1,-7.892,1,0.0638,0.00985,0.141,0.0679,0.146,136.037,421960,4.0,2005,2005-12-16
0izKmYjGSH5d1L18X2RVp7,Condenados,Tierra de Barros,1dGcTOuVdz4VgOIlPddzCj,['Básico'],['27lfT4eKDIIXkX5nbBerWV'],11,1,False,0.65,0.8740000000000001,7,-2.545,1,0.0414,0.0213,0.00015900000000000002,0.371,0.8390000000000001,99.991,197187,4.0,2009,2009-01-01
1P6hqyhPGg2fajpq5m2jKq,I Choose You,Show And Prove,01fX1kXIK5SSpQwtP57QgD,['Wiz Khalifa'],['137W8MRPWKqSmrBGDBFSop'],4,1,True,0.602,0.8420000000000001,5,-6.818,0,0.247,0.00455,0.0,0.0492,0.429,83.486,224173,4.0,2006,2006-09-05
5PJvIWUsQr25izBYwCdxNF,Earthwalk,Blood Drive,7AdrkC8Ul8z9dBtxsHbwra,['ASG'],['7K1cvWBlDmiXjsIme3egUS'],7,1,False,0.259,0.7,5,-8.219,1,0.0392,0.0169,0.9159999999999999,0.23800000000000002,0.46,118.132,251973,4.0,2013,2013-05-28
4r1bfg3SvZTpvobYoTT15F,Je reviens te chercher,Et maintenant... Bécaud,2NGkXE4TumQLmCBkXwWCdy,['Mario Pelchat'],['3zj5I53p6FGaoNqD9blYuz'],4,1,False,0.45299999999999996,0.573,4,-6.961,0,0.0358,0.509,4.35e-06,0.162,0.256,93.92399999999999,164560,4.0,2015,2015-09-18
0T0r9qmQgZwBEqiKAD6ErA,"Two Nights, Pt. 2 - Anton1ous Remix","Two Nights, Pt. 2 (Anton1ous Remix)",2zhtHAclqcHKlh5JtuKhM1,['SADBOYMUSIC'],['1CjHv5B8vgIycRLbipxVBv'],1,1,True,0.8059999999999999,0.42,7,-14.456,1,0.0861,0.215,0.302,0.0654,0.289,109.022,174812,4.0,2019,2019-07-22
7360eUD0m5INhQo9NqCcml,Bedlam Boys,From the Ashes,0DKSX58foU3PDQiNvOvwAz,['Sarah Dinan'],['6HHsKyjWh415OO0PI4IIgl'],1,1,False,0.507,0.374,2,-12.423,0,0.0485,0.8240000000000001,0.00727,0.126,0.757,118.766,236413,4.0,2004,2004-01-01
54u9j6Lts7sqHnSWCQRJ4V,I Think I'm in Love,Kuh Ledesma Greatest Hits Vol. 2,704VjGLWAcu4skoLv7u4k4,['Kuh Ledesma'],['0ntzbBdKbiyPx06Xscs9UI'],2,1,False,0.519,0.392,0,-14.081,1,0.0535,0.768,0.000737,0.0823,0.612,88.98100000000002,202693,3.0,2008,2008-07-03
0f49SZVsZlfjNC9g72LjN1,Pobre Frida,Rock En Español - Lo Mejor De Tijuana No!,53yl7Z1s91Fyq3Y69La68g,['Tijuana No!'],['2mkMNs2mphrkggZ7me38j1'],10,1,False,0.299,0.879,11,-6.311,0,0.111,0.00415,0.000926,0.0503,0.627,78.824,213027,4.0,2001,2001-05-25
0OB50D8KyTYL1pmz4DsdYz,"Tänze für Orchester, Vol. 4: No. 2, Datscha-Polka",Széchényi: Complete Dances for Orchestra,7v3ApIdDU61AfaSRAJJTVM,"['Imre Széchényi', 'MÁV Symphony Orchestra', 'Valeria Csanyi']","['7qiIv601UKbk1CowPkK02w', '4uIKJ2Wgznmysr2Vgv5FuJ', '1I0uEHGANAq22uZohMwtoh']",11,1,False,0.556,0.196,7,-17.737000000000005,1,0.0541,0.9229999999999999,0.9179999999999999,0.134,0.379,97.598,202613,4.0,2017,2017-12-01
1BMrvpRi8madQimOq01ZdV,Autobahn,Secret Treasures,6GnDhYSudoFAX4hFamUSw5,['Treasure Mammal'],['0a3cRGaVosUUakqACsIRuq'],9,1,False,0.503,0.4970000000000001,6,-6.386,0,0.0583,0.361,0.192,0.147,0.3720000000000001,140.878,277840,4.0,2003,2003
5KU4zywMNM38vHQ0JBL1LC,Just in Time,Live at the Center,5GVEfTpZppMxcDb2W0SW2o,['Good Company'],['6j0BUFldzPxSKPn4TiUSoP'],5,1,False,0.5479999999999999,0.48100000000000004,2,-12.325,0,0.268,0.698,0.0,0.937,0.6729999999999999,165.769,124918,4.0,2003,2003-06-01
5F7Y1eyeE9yhsqcmg1RYwz,kakueki-teisya,kakueki-teisya,0VVQlqlscm9DUH3r1e8zNy,['somunia'],['6OduXXk2Xvxkfe9QG5upcc'],1,1,False,0.561,0.826,8,-4.937,1,0.0471,0.0164,4.1700000000000004e-05,0.157,0.579,170.07299999999995,242147,4.0,2018,2018-03-21
47XbKbqRrOAYKCOqhhErOK,Dear Miss Lucy,Unauthorized,7JZ5DJbYtLNcGScfQXUQil,"[""Dave's True Story""]",['6P0Fq4T96knBUXswTzVUO8'],1,1,False,0.73,0.188,0,-13.997,1,0.0435,0.768,1.59e-06,0.319,0.32299999999999995,116.02600000000001,227893,4.0,2000,2000-02-22
4dwM0BTAgwAVtMSXFp46L4,Ring Tone,Present Company,17zfkLgvVIohzDq3cKrq1e,['Peter Hess Quartet'],['3r39xLzhbSz3KA75sSgHVo'],2,1,False,0.496,0.369,1,-11.277000000000001,1,0.125,0.49,0.142,0.0358,0.513,103.286,436387,4.0,2020,2020-09-18
2DO2s1WS7ToFwZQiwiN9uL,Forevermore,Zero,4GSARjdseqzQNiNAr83VCM,['Brett Ellis Band'],['7xGZptWkjwhzDEJCgGl6xU'],6,1,False,0.321,0.8759999999999999,0,-4.08,1,0.0421,0.000193,0.00535,0.39,0.45799999999999996,83.06299999999997,292920,4.0,2013,2013-02-05
0GYaOENrw7c98JbPMLyhvm,Adiós Pampa Mía,Selección de Éxitos,2UUdwPEEwKU8Zr0eGh54a5,['Nelly Omar'],['6IyGH3tMgXudiE41XE6Y8f'],1,1,False,0.569,0.284,5,-6.891,1,0.0328,0.875,5.5399999999999985e-05,0.11199999999999999,0.586,118.97,191366,3.0,2019,2019-01-31
5zjhss4QYFYXcTHVbzk0Qi,Let's Be Specific,Funkmaster Flex Presents The Mix Tape Vol. 1,2fGwaVv4VY9Kx3lsCNzwJO,"['Cool Whip', 'Tragedy', 'Freddie Foxxx', 'Raekwon', 'Havoc']","['2EzqfK6erxWQON1BaSHjuW', '2vk7bTVpBuGaZRIOYrdXMJ', '1fToJNxLjAEMHbvMiOpJcJ', '2yQf6b8hxahZaT5dHlWaB1', '6UnvX7Zx85VNjOpLdaq49W']",15,1,False,0.6940000000000001,0.89,1,-4.376,0,0.261,0.0111,1.27e-06,0.573,0.645,93.919,172467,4.0,1995,1995-11-06
76gVXZK3FSiCwSof8rKMuK,Richest Man,Too Much Fun,5aZ4lBTnsrIMNRy9ZaSJp1,['C.J. Chenier'],['326smfHMfrS2WA4iaYQOp0'],3,1,False,0.29600000000000004,0.311,5,-12.052,1,0.0288,0.146,0.00187,0.11900000000000001,0.382,172.891,270600,3.0,1995,1995
6gi5ak1DnSZyfEcAyL5A7D,Highway 71,Before I Go,1lLVbM1SXPFR4WeVcQ0KQP,['Ordinary Elephant'],['4KDRZ2NwxT9UZ0RyG8gHFs'],5,1,False,0.6629999999999999,0.205,2,-11.929,1,0.0275,0.915,0.000204,0.113,0.348,100.94200000000001,204907,4.0,2017,2017-01-06
